Comment ID,Comment,Clean_Comment,Aspect,Sentiment,BIO_Tags
UgzrXCM7ThUohbiaUZF4AaABAg,"Mungkin SPPG menstandardkan Harga pasaran setiap yg mereka berikan, padahal tugas mereka menyediakan makanan bukan mencari keuntungan alias bukan Catering Komersil. Mereka menekan harga ke suplier, tapi mereka menghitung harga yg diberikan ke siswa sesuai harga pasarannya. Atau mungkin SPPG itu sistemnya seperti Catering mencari keuntungan?🙇‍♂️",mungkin sppg menstandardkan harga pasar ikan padahal tugas sedia makan bukan cari untung alias bukan catering komersil tekan harga suplier mereka hitung harga yang beri siswa sesuai harga pasar mungkin sppg sistem catering cari untung,,negative,
Ugyf_xL7iA0nrXD1yqh4AaABAg,Kalau mbg di kelola dan diawasi dgn ketat tentu dampak padti akan  memberi efek ekonomi rakyat bangkit dan orang miskin tdk susah memberi uang saku anaknya utk jajan iji sangat meringankan cuma jangan ada yg menyeleweng  dana mbg kasihan rakyat miskin....baru mau dikadih makan bergixi kok dikorupsi....,kalau makan gizi gratis kelola awas dgn ketat dampak padti beri efek ekonomi rakyat bangkit orang miskin tdk susah beri uang saku anak utk jajan iji sangat ringan cuma jangan yang seleweng dana makan gizi gratis kasihan rakyat miskinbaru mau dikadih makan bergixi kok korupsi,,negative,
UgwBaHvk3A-aWaiQVw14AaABAg,"Mahasiswa pendemo  mbg dan provokator, simak penjelasan orof, secara lugas jujur  disertai data dan analisa secara detail berikut permasalahannya dan solusi,",mahasiswa demo makan gizi gratis provokator simak jelas orof lugas jujur serta data analisa detail ikut masalah solusi,,negative,
UgzY4w5Ajm3GUnz1ew14AaABAg,Saya pedagang makan semenjak ada mbg ayam beku gak tersedia beli ayam lokal mahal,dagang makan semenjak makan gizi gratis ayam beku gak sedia beli ayam lokal mahal,,negative,
Ugx1Vj75aUnXHx-tlD54AaABAg,"Sudah jelas2 rezim ini merampok APBN lewat MBG,Kopdes dan Danantara.<br>Mengerikan...",jelas rezim rampok apbn lewat mbgkopdes danantara keri,,negative,
UgzpscWIaaW9LIMAA0d4AaABAg,Yang demo² kena mental nonton ft hahaha memalukan anda smua demo tanpa data!,demo kena mental nonton ft hahaha malu smua demo data,,negative,
UgyAtoP80ILneUW3moB4AaABAg,Layak dibubarkan MBG karena jadi ladang korupsi dan sudah terbukti,layak bubar makan gizi gratis jadi ladang korupsi sudah bukti,,negative,
UgwApEWLB37prVfU-XF4AaABAg,"Banyak permintaan beras, ujung2nya terbuang percuma",banyak minta beras ujung buang percuma,,negative,
Ugyal92vp0IGAaY05vx4AaABAg,"Mbg sebenarnya d rasakan manfaatnya oleh orang yg tdk mampu , akan tetapi tdk untuk yg berlagak kaya, dengan ke adaan yg seperti ini suruh memilih siswanya, mau atau tudak, jika tidak kasih sama yg mau, akan tetapi krbihkan anggaranya buat yg mau, itu aja dari saya",makan gizi gratis benar rasa manfaat orang tdk mampu tetapi tdk lagak kaya ke ada seperti suruh pilih siswa mau tudak tidak kasih sama mau tetapi krbihkan anggara buat yang mau aja saya,,negative,
UgwBcynyThlNx7gP6bZ4AaABAg,"mantap, Prof... apakah Prof Gema sudah bahas ttg KMP juga? maaf subscriber baru..",mantap prof prof gema bahas ttg kmp maaf subscriber baru,,negative,
Ugw7aPL2XQjfCiPolxt4AaABAg,&quot;Ini palsu semua! Coba tonton Pesta Babi! Bapak udah nonton belum!?!?!? &quot;<br><br>Kata bocil bocil stunting yang menganggap dirinya mahasiswa 😂,quotini palsu semua coba tonton pesta babi bapak udah nonton quot kata bocil bocil stunting anggap diri mahasiswa,,negative,
UgypNhuhc8jJ7oRWsfd4AaABAg,"SEBELUM PENANGKAPAN DADAN, SAYA SANGAT COCOK DG BELIAU, BISA DIALOG DAN MENJELASKAN  DG SEJELAS2NYA, TENANG, SAYA SUDAH INGIN DENGAR WAWANCARA DADAN SETELAH DI TANGKAP, TAPI BLM MENEMUI WAWANCARA NYA, SAYA MASIH MERAGUKAN BUKTI YG DI TEMUKAN, APA ITU BUKTI ASLI DR PAK DADAN ATAU DR PEMBENCINYA, AWALNYA SAYA SUKA NANGGAPIN PEMBENCI MBG, AGAR DENGAR LANGSUNG PENJELASAN PAK DADAN, BIAR ADEM, JANGAN HANYA DENGAR DR PEMBENCINYA, EEEH PULANG DR TANAH SUCI MALAH DI TANGKAP",tangkap dad sangat cocok dg beliau dialog jelas dg jelas tenang sudah dengar wawancara dad tangkap blm temu wawancara nya masih ragu bukti di temu apa bukti asli dr pak dad dr benci awal suka nanggapin benci makan gizi gratis dengar langsung jelas pak dad biar adem jangan dengar dr benci eeeh pulang dr tanah suci malah di tangkap,,negative,
UgwCMYK4kayLu4iCWoZ4AaABAg,yang di harapkan kritik sperti ini.. karena suka tidak suka mbg banyak memberi efek untuk masyarakat entah langsung atau tidak.. tapi memng pengawasanya masih sangat kurang..,di harap kritik sperti karena suka suka makan gizi gratis banyak beri efek masyarakat entah langsung tidak memng pengawasanya sangat kurang,,negative,
Ugzh1tTmHzcogsz4gBJ4AaABAg,"Budget untuk anak bukan 13-15rb, dari total 15rb itu, 5rb adalah hak pemilik dapur, yg tersisa adalah &quot;seharusnya&quot; 10ribu. Tp Anda tahu sendirilah yang namanya korupsi ga bisa dengan anda hanya mohon2 agar smua bekerja dengan jujur! Jd pasti kepangkas lagi demi dapatkan margin yang lebih besar!<br><br>Kedua; anda klaim bnyak lapangan kerja terbuka, kalo anda ngomong persoalan tenaga kerja, artinya kita berbicara bisnis, bisnis model yang baik, kamu punya usaha, dapat keuntungan untuk kemudian dipakai bayar gaji karyawan dll, ini pembayaran mereka itu terus2an jadi beban APBN! So apakah anda tetap berpikir lapangan kerja seperti ini baik?? Yang terima besar pun pemilik2 dapur yg sdh kaya raya! Itu duit apbn hasil kerja keras rakyat dari kelas bawah sampai atas, dinikmati oleh pemilik2 dapur yang kebanyakan jg anggota2 parpol yg sdh kaya! Ga saja mendapatkan keuntungan dari anggaran per ompreng, dapat insentif pula per hari 6juta, kenapa harus diberi insentif lagi, per hari mreka dapat keuntungan per ompreng saja sudah sedemikian besar!!! <br><br>Ini juga tujuannya lebih jauh untuk 2029 nanti; terlihat dari mengapa polri dan tni juga diberi dapur2?!<br><br>Jadi tetap, STOP MBG!!! Atau jika berani, berikan langsung ke ortu anak yang sudah difilter kategori yang tdk mampu, jd tdk ada lg perantara yg jd maling budget anak!",budget anak bukan rb total rb rb hak milik dapur sisa quotseharusnyaquot ribu tahu sendiri nama korupsi ga hanya mohon smua kerja dengan jujur jd pangkas demi dapat margin lebih besar dua klaim bnyak lapang kerja buka kalo anda ngomong soal tenaga kerja arti bicara bisnis bisnis model baik kamu punya usaha untung kemudian pakai bayar gaji karyawan bayar terus jadi beban apbn so anda tetap pikir lapang kerja ini baik terima besar milik dapur sdh kaya raya itu duit apbn hasil kerja keras rakyat kelas bawah atas nikmat milik dapur banyak jg anggota parpol sdh kaya ga dapat untung anggar per ompreng insentif per hari juta harus beri insentif per hari mreka untung per ompreng sudah demikian besar ini tuju lebih jauh nanti lihat mengapa polri tni juga beri dapur jadi tetap stop makan gizi gratis jika berani ikan langsung ortu anak sudah filter kategori tdk mampu jd tdk lg antara jd maling budget anak,,negative,
Ugy3r7fo0VxzQRl9GJ14AaABAg,"Coba bandingkan kalau anggaran sebesar itu dipakai pemerintah buat projek lain yg lbh produktif dan berkualitas. Bandingkan MBG vs project potensial lain dari anggaran segede itu, yg bisa lbh bagus dan bahkan mungkin buka lapangan kerja lbh besar. Kalau masalah penyerapan hasil tani, tanpa MBG juga kan anak2 ttep harus makan, mayoritas yg masih mampu dan UMKM kayak warteg/kantin tetep beli juga bahan pangan. Dari sisi filosofi juga program ini kurang mendidik karena ngebiasain anak2 harapin yg gratisan. Lagipula anak itu tanggung jawab orang tua masing2.",coba banding kalau anggar besar pakai perintah buat projek lbh produktif kualitas banding makan gizi gratis vs project potensial anggar gede lbh bagus bahkan mungkin buka lapang kerja lbh besar kalau masalah serap hasil tani makan gizi gratis kan anak ttep makan mayoritas yang masih mampu umkm kayak wartegkantin tetep beli bahan pangan dari sisi filosofi program kurang didik ngebiasain anak harapin yang gratis lagipula anak tanggung jawab orang tua masing,,negative,
UgzF6U-LWUZp1mRlRjl4AaABAg,Ini baru jenius,baru jenius,,negative,
Ugyr79MJhDeUASZYGK94AaABAg,"PERCUMA BANG MEMBAHAS DENGAN PANJANG LEBAR KARENA INTI MASALAHNYA ITU KORUPSI, JADI KESIMPULANNYA APAPUN PROGRAMNYA KALO UU PERAMPASAN ASET DAN HUKUMAN MATI BELUM DISAHKAN MAKA PROGRAM TIDAK AKAN BERJALAN DENGAN BAIK DAN AMANAH.",percuma bang bahas panjang lebar inti masalah korupsi jadi simpul apa program kalo uu ampas aset hukum mati sah program akan jalan baik amanah,,negative,
Ugyw6zliTlcCI1Jw6K14AaABAg,"<a href=""https://www.youtube.com/watch?v=SVI8xheP-j4&amp;t=151"">2:31</a> Jangan scroll dulu... tulis target kemenangan kamu di komentar, semoga hoki mampir ke 👑B A N T E N G H O K I🖤 🍀😭",jangan scroll dulu tulis target menang kamu komentar moga hoki mampir b a n t e n g h o k i,,neutral,
UgxBidbK9oQLM9Fan6N4AaABAg,Mbg saya mohon di tutup aja supaya sembako murah,makan gizi gratis mohon tutup aja sembako murah,,neutral,
UgyANRkiGFUc6ONgdFx4AaABAg,❤PROF GEMA,prof gema,,neutral,
UgzqJComUldfbjV8I4h4AaABAg,kaka ipar saya dan adik saya dapat kerja di dapur MBG.,kaka ipar dan adik dapat kerja dapur makan gizi gratis,,neutral,
UgwP0V3HjZS8yMZdVzN4AaABAg,Demi nama baik bpk presiden  sebaiknya MBG stop saja alihkan untuk dana pendidikan,nama baik bpk presiden baik makan gizi gratis stop alih dana didik,,neutral,
UgwQPIMVSr3XllgmKAh4AaABAg,Di tempat saya uangnya lari ke ritel,tempat uang lari ritel,,neutral,
UgxwaIN46Dkdac-xi994AaABAg,keren prof bicara by data,keren prof bicara by data,,neutral,
UgztDEsP_VyhwbK4lsV4AaABAg,Kemarin kmi sdh unggah mbg itu akan tetangga korupsi,kemarin kmi sdh unggah makan gizi gratis akan tetangga korupsi,,neutral,
Ugx7wrffgNI3zaZz8oJ4AaABAg,"Tambah pemgelola sppg, polisi, TNI, Dewan dan pengusaha yang terafiliasi",tambah pemgelola sppg polisi tni dewan usaha afiliasi,,neutral,
Ugy_98bhNNVzN1pWFrF4AaABAg,prablwo hbs bljr dr trump mknya sm pk😅,prablwo hbs bljr dr trump mknya sm pk,,neutral,
UgyYvZrBk9pjZ-pxAeR4AaABAg,Mbg tetap lanjut kena pajak telah dinaikkan semua bahan tetap naik,makan gizi gratis tetap lanjut kena pajak naik semua bahan tetap naik,,neutral,
UgwTc2f3z46pZ4HMKgJ4AaABAg,Yg wajib ngasih makan adalah orang tuanya j,wajib ngasih makan orang tua j,,neutral,
UgwRF3RryabtV263pC14AaABAg,KEREN SEKALI PROF PRESENTASINYA,keren sekali prof presentasi,,neutral,
UgyWfy-PPWN3bJMoJH54AaABAg,koperasi merah putih juga prof,koperasi merah putih prof,,neutral,
UgyK5Z4e45AwyqtoOqt4AaABAg,MBG membantu ekonomi perputaran uang di bawah bergerak secara nasional,makan gizi gratis bantu ekonomi putar uang bawah gerak nasional,,neutral,
UgwpLEV3a_jkTGJfaVV4AaABAg,1,,,neutral,
UgxJIs9LnM9wBW0tEbF4AaABAg,Mbg trus kan rakyat bersama persiden,makan gizi gratis trus kan rakyat sama persiden,,neutral,
UgyT57eBRZ4MLiKMAkV4AaABAg,"Setiap penerimaMBG pakai ATM kirimkan berupa yang langsung dari pusat,kecil kemungkinan kurupsi.",penerimambg pakai atm kirim upa langsung pusatkecil mungkin kurupsi,,neutral,
UgwmR34TpGHWUFyJEpt4AaABAg,Apa apun alasamn mbg harus stop,apa apun alasamn makan gizi gratis stop,,neutral,
Ugz32GSNO8Wagm_f2zZ4AaABAg,Cara nya siswa di sekolah kumpulin  yg mau atau tidak di kasih mbg jadi datanya ril,cara nya siswa sekolah kumpulin mau tidak kasih makan gizi gratis jadi data ril,,neutral,
Ugzp6grAEEmebTc47Xh4AaABAg,"Pemerintah dan swasta harus mengadakan jajak pendapat, menanyakan rakyat penerima MBG, apakah MBG dilanjutkan dengan tanpa korupsi, efektif, efisien tanpa pengalihan dana. Atau memang MBG harus dihentikan agar dananya digunakan ke program lain.",perintah swasta ada jajak dapat tanya rakyat terima makan gizi gratis makan gizi gratis lanjut korupsi efektif efisien tanpa alih dana memang makan gizi gratis henti dana guna program,,neutral,
UgzqBHyE7l-gbXrcqDp4AaABAg,Mbg is a must..we need smart kids for the future,makan gizi gratis is a mustwe need smart kids for the future,,neutral,
UgwNFb_zIi_fvaFE9nF4AaABAg,Asiikk Mbg dapat kesempatannih uang saku dari orang tua di kumpulin buat top up diamond 😂,asiikk makan gizi gratis kesempatannih uang saku orang tua kumpulin buat top up diamond,,neutral,
UgwhdpQjWQqN1n7FJJJ4AaABAg,Sekolah swasta bisa gak dapat sekolah elite,sekolah swasta gak sekolah elite,,neutral,
UgyTzvuMgeb7743HQMZ4AaABAg,tops profff,tops profff,,neutral,
Ugw61V3_IJvePuGhu4p4AaABAg,Harga bahan baku menjadi naik,harga bahan baku jadi naik,,neutral,
UgzDYcngNhJfSMQtkB54AaABAg,Pak Prabowo sebaiknya undang prof Gema utk mempresentasikan MBG sehingga bisa di tinjau kembali utk menghindari org2 yg alergi sama MBG,pak prabowo baik undang prof gema utk presentasi makan gizi gratis bisa tinjau utk hindar org alergi sama makan gizi gratis,,neutral,
Ugx5zpCCuW_4y_a8fFR4AaABAg,Utk ibu hamil dan balita bekerja sama lah dgn bgn posyandu yg sdh mberi mknan tambahan pd balita dan ibu hml,utk ibu hamil balita kerja sama lah dgn bgn posyandu sdh mberi mknan tambah pd balita ibu hml,,neutral,
UgwvvNGoAurLH8DM5sV4AaABAg,"Mending di kasih bubur kacang hijau tiap seminggu sekali, sisa dana MBG di prioritaskan untuk kesehatan dan pendidikan.",mending kasih bubur kacang hijau tiap minggu sekali sisa dana makan gizi gratis prioritas sehat didik,,neutral,
UgynOLQdKd8oTWrnSpV4AaABAg,"Selanjutnya Prof, tentang   KDMP...",lanjut prof kdmp,,neutral,
Ugw-FWiy1-d_HlXHtCJ4AaABAg,Setuju mbg dilanjutkan pak,tuju makan gizi gratis lanjut pak,,neutral,
UgwWgPy0TSXxkwAkg4d4AaABAg,"<a href=""http://www.youtube.com/results?search_query=%23prabowo"">#prabowo</a>",,,neutral,
UgzEjqdqviLrORV5zK54AaABAg,Info menarik,info tarik,,neutral,
UgzHrdy_RCAdmlZa5Qt4AaABAg,Aku ngitung mbg anak saya paling kisaran 7000😂😂😂,aku ngitung makan gizi gratis anak paling kisar,,neutral,
UgwzkRuHOGFfJDoVeC14AaABAg,Semoga adek adek mahasiswa melihat video ini,moga adek adek mahasiswa lihat video,,neutral,
UgwHBWhfKlyZHgiK9IJ4AaABAg,MBG adalah investasi jangka panjang.<br>10 tahun mendatang indonesia tidak perlu mengimport tenaga ahli,makan gizi gratis investasi jangka panjang tahun datang indonesia perlu mengimport tenaga ahli,,neutral,
UgzCFA8QzCOwYg39Yvt4AaABAg,bubarkan MBG Alihkan dananya ke Pendidikan gratis Dari anak TK sampai perguruan tinggi ❤🇮🇩,bubar makan gizi gratis alih dana didik gratis anak tk guru tinggi,,neutral,
Ugy2Twlkq_Ivzv2NcFh4AaABAg,Kita reformasi kaum intelektual,reformasi kaum intelektual,,neutral,
Ugwz0qTSOLwzicudOox4AaABAg,Omset kantin skolah turun,omset kantin skolah turun,,neutral,
UgyrUzAitRem_6ZK3v14AaABAg,Ayo Bi Nanik JD kan beliau ini team BGN,ayo bi nanik jd kan beliau team bgn,,neutral,
UgxC7YXxYVDirKEkF6Z4AaABAg,Boleh ga itu sppg pakai Gas melon /gas subsidia??,ga sppg pakai gas melon gas subsidia,,neutral,
UgwDAbPRsJDRS39WoCd4AaABAg,Semoga ekonomi membaik,moga ekonomi baik,,neutral,
UgxEknpwkgR5r9RPfxJ4AaABAg,"Semoga dibuatkan atau bisa dicari datanya , untuk masalah data DANANTARA uang nya kemana saja semoga astrnaci bisa membuat vidionya terimakasih",moga buat cari data masalah data danantara uang nya saja moga astrnaci bisa buat vidionya terimakasih,,neutral,
UgyyjfmT9RUrUt50gFN4AaABAg,MBG adalah pemerintah membuat peluang kapada pengikutnya utk melakukan KORUPSI,makan gizi gratis perintah buat peluang kapada ikut utk laku korupsi,,neutral,
UgyF_xhSkbf8mO-XRhJ4AaABAg,Kalau saya setuju BPK jadi menteri BUMN,kalau tuju bpk jadi menteri bumn,,neutral,
UgxHOENibKME9LVvtyl4AaABAg,GEMA BUZZERP 🤑,gema buzzerp,,neutral,
UgxCRae5M_JeWixNnCF4AaABAg,"<a href=""https://www.youtube.com/watch?v=SVI8xheP-j4&amp;t=131"">02:11</a> Ｈ Ｏ ＫＩ 7 7 7 jaminan bikin seneng",jamin bikin neng,,neutral,
UgxoySM7TZz9LJ6SFVx4AaABAg,Seharusnya yg diberi MBG berpedoman data PKH,yang beri makan gizi gratis pedoman data pkh,,neutral,
UgzlsD9KtsOzEENY__x4AaABAg,TAG TIYO ARDIANTO<br>TAG<br>TAG<br>TAG<br>🧠,tag tiyo ardianto tag tag tag,,neutral,
UgwiXz2xYNlhXMtKrmx4AaABAg,Top kanda,top kanda,,neutral,
Ugwz1Dx5roCgrdF3AOt4AaABAg,"Yang kontrak terhadap MBG lebih banyak sebenarnya,, dan kami tidak bisa di pengaruhi dengan kata kata",kontrak makan gizi gratis lebih banyak benar kami bisa pengaruh kata kata,,neutral,
UgzpnF0Bb7bRLlOZGzF4AaABAg,"Menu MBG agar diperbaiki, &amp; ditentukan dr pemerintah shg pelaksana tdk sembarang dlm penyajian menu.",menu makan gizi gratis baik amp tentu dr perintah shg laksana tdk sembarang dlm saji menu,,neutral,
UgyLjY2mnybmfQgbcBt4AaABAg,Ppt nya boleh di share kah prof? 😅,ppt nya di share prof,,neutral,
Ugwrf6aLhzpP4PizEX94AaABAg,Ngomong by data buka berdasarkan film dan katanya,ngomong by data buka dasar film kata,,neutral,
UgyXtnV8ZeSxTQA2Shh4AaABAg,Prof. Gema bongkot Kopdes merah putih,prof gema bongkot kopdes merah putih,,neutral,
UgyqFK_7Yf1kHALopM94AaABAg,P gema..top,p gematop,,neutral,
UgxDwbRGglN9JO9Os-B4AaABAg,Terima kasih prof edukasi berbasis data 👍,terima kasih prof edukasi bas data,,neutral,
UgxA2O7iVcDqqlF1WE54AaABAg,ceombg : apakah mbg bermanfaat<br>RAKYAT : TIDAKKKK,ceombg makan gizi gratis manfaat rakyat tidakkkk,,neutral,
UgxSVG1-bCPf3V1ffVZ4AaABAg,Kita reformasi birokrasi,reformasi birokrasi,,neutral,
UgxBBQaJy8OW0S57oHJ4AaABAg,Anggaran negara untuk program MBG 335 triyun/tahun,anggar negara program makan gizi gratis triyuntahun,,neutral,
UgwH713yaDrmtTaIZNB4AaABAg,Pertama tukar dulu nama programnya.bukan gratis gotong royong dananya atau lainnya.,pertama tukar dulu nama programnyabukan gratis gotong royong dana lain,,neutral,
UgxvMkdlOk7e2mwbV2J4AaABAg,indonesia 300t . indonesia bayak tikus buat bagi proyek cuan nya,indonesia t indonesia bayak tikus buat proyek cuan nya,,neutral,
UgwLF8p2JZPWgdCvevB4AaABAg,"MBG trskan asal jgn lepas dari pengawasan,agar anak&quot;bangsa bs di persiapkan dgn benar &amp; oke❤❤",makan gizi gratis trskan asal jgn lepas pengawasanagar anakquotbangsa bs siap dgn benar amp oke,,neutral,
Ugz8VeeH1jRanEkRJfV4AaABAg,Ganti sekolah gratis,ganti sekolah gratis,,neutral,
UgyI1lRgS6yMt_L39r14AaABAg,yg demo bisa tidak membuat data seperti ini terutama ketua bem,demo tidak buat data ini utama ketua bem,,neutral,
UgxkkaPW_-7Xu_Yeeix4AaABAg,"Saran saya sekolah elit harus di stop dapat MBG,agar tidak memberatkan negara👌dikota saya ada yg uang sekolah nya 800rb/bln dapat MBG🙏",saran sekolah elit di stop mbgagar berat negaradikota ada uang sekolah nya rbbln makan gizi gratis,,neutral,
Ugyu62maX6io4DYjjMV4AaABAg,"Angkat juga SPPG Fiktif yg mendapat Insentif 6 juta perhari, belum pengadaan barang2 yg bukan tujuan utama MBG seperti<br>Pengadaan TV 75&quot;<br>Pengadaan Sepeda Motor  listrik<br>Pengadaan kaos kaki dan semir<br>Pengadaan Tablet",angkat sppg fiktif dapat insentif juta hari ada barang bukan tuju utama makan gizi gratis ada tv quot ada sepeda motor listrik ada kaos kaki semir ada tablet,,neutral,
Ugy-p49zpWlccCYaFxB4AaABAg,Yg menengah keatas &amp; kaya bayar utk mbg dan tetap dikelola oleh sppg agar daya beli dn lapangan kerja tetap jalan,tengah atas amp kaya bayar utk makan gizi gratis tetap kelola sppg daya beli dn lapang kerja tetap jalan,,neutral,
Ugxk6mkiS99-F3Ugvst4AaABAg,"Saran saya tiap kali data yang anda paparkan: sertakan referensi paper dan dokumennya dengan link di deskripsi, biar penonton bisa merujuk langsung sumber data yang anda pakai",saran tiap kali data anda papar serta referensi paper dokumen link deskripsi biar tonton rujuk langsung sumber data anda pakai,,neutral,
UgzQ--oAJLNUOGAq9pl4AaABAg,Contoh kaya gini para mahasiswa<br>Memberi kritik dan solusi,contoh kaya gin mahasiswa beri kritik solusi,,neutral,
UgyJk9d38cfzbgKBGlp4AaABAg,"SMG,mbg,di,tutuppp,tutup,ajaaaa",smgmbgditutuppptutupajaaaa,,neutral,
UgxxhKKbCuHWdKzeUmt4AaABAg,MBG &amp; KDMP hamburkan APBN,makan gizi gratis amp kdmp hambur apbn,,neutral,
Ugw10kVYJoi4RjgTOft4AaABAg,Bp presiden secepat nya tutup mbg  itu uang negara  jadi deposit apbn,bp presiden cepat nya tutup makan gizi gratis uang negara jadi deposit apbn,,neutral,
Ugw_bguB5DRBTvPR7bl4AaABAg,Suplayer nya di permaikan sma pihak mbg...,suplayer nya permai sma pihak makan gizi gratis,,neutral,
UgyxCCO2a-kfjvA_nm94AaABAg,"Bubarkan MBG, alihkan BLT pd orang tua siswa masing-masing",bubar makan gizi gratis alih blt pd orang tua siswa masingmasing,,neutral,
UgwEtuQ6vwAD-Z8IgjZ4AaABAg,"Mark up harga, under invoicing di bawahnya juga di awasi setiap SPPG 😊",mark up harga under invoicing bawah di awas sppg,,neutral,
UgwrA-LSSdwR1awxisd4AaABAg,"btw, ketua BGN yg ngurusi MBG ditangkap kerana KORUPSI ijin dapur",btw ketua bgn ngurusi makan gizi gratis tangkap rana korupsi ijin dapur,,neutral,
Ugz9OdS05G2RKvUNnQJ4AaABAg,"MBG itu sebaiknya di stop saja ,di uangkan lewat pos KPD yang berhak anak didik anak didik di indonesia itu malah efisien tepat sasaran mksh",makan gizi gratis baik stop uang lewat pos kpd hak anak didik anak didik di indonesia malah efisien tepat sasar mksh,,neutral,
UgyvHX5ftDXErDgBGzN4AaABAg,MbG = membangun pondasi negara,makan gizi gratis bangun pondasi negara,,neutral,
UgyecAjnBtDGf7vHRVN4AaABAg,Bubarkan program MBG titik,bubar program makan gizi gratis titik,,neutral,
UgxTF0F5G7LAcVWUOSR4AaABAg,"<a href=""https://www.youtube.com/watch?v=SVI8xheP-j4&amp;t=790"">13:10</a> related banget di daerahku prof ✅ gua mau cerita:<br> Owner dari salah satu dapur mbg di kecamatanku itu berasal dari salah satu partai pengusung Anies Baswedan pilpres kemarin... Tim akuntannya adek kandungnya si politisi tersebut.. Tapi pekerja2 dapurnya itu merekrut masyarakat sekitar kelurahan tempat dapur itu ✅☕",related banget daerah prof gua mau cerita owner salah satu dapur makan gizi gratis camat asal salah satu partai usung anies baswedan pilpres kemarin tim akuntan adek kandung si politis sebut kerja dapur rekrut masyarakat lurah tempat dapur,,neutral,
UgwqJzWUFnyNpSqt82R4AaABAg,Toko 2 di daerah juga pada mati termasuk pasar juga pada mati,toko daerah pada mati masuk pasar pada mati,,neutral,
Ugz7q1zxxeKKiAQwG9l4AaABAg,Hormat untuk Prof Gema,hormat prof gema,,neutral,
Ugy0Mvv8XL8TF9CHT3t4AaABAg,"Update btc dong, sedang merah dalam soalnya",update btc dong sedang merah soal,,neutral,
Ugzmlbm4uMRmL0YXdF14AaABAg,gaji pekerja sppg  dari mana ya bg,gaji kerja sppg mana bg,,neutral,
Ugxy3lmGWqxCgK3qcaR4AaABAg,Ibu hamil dan balita wajib dijalankan,ibu hamil balita wajib jalan,,neutral,
UgwyXZ5bu4IqnZq79C54AaABAg,"Untuk monitoring menu makanan yg akan diberikan pada anak-anak tiap hari harus di laporkan melalui rekaman CCTV , laporan harus diterima ke pusat  dinas kementrian.",monitoring menu makan akan beri anakanak tiap hari di lapor lalu rekam cctv lapor terima pusat dinas tri,,neutral,
Ugzp6s60e8ZLUxMZdhp4AaABAg,untuk murid jatah cuma 8 - 10 ribu,murid jatah cuma ribu,,neutral,
Ugwp543qkRVu56zA98d4AaABAg,.... Program untuk Maksn Besar Galo galo,program maksn besar galo galo,,neutral,
Ugxrhgz8xVkG5y54rGp4AaABAg,Mantapp,mantapp,,neutral,
Ugw37e2TLLWhHG46_-94AaABAg,Mbg tetap jln kasisi mak nya,makan gizi gratis tetap jln kasisi mak nya,,neutral,
Ugy52QQdy2DW17Ik0bZ4AaABAg,kedua,dua,,neutral,
UgzJwZG8pczazCs7a8h4AaABAg,Negara kita hrs ad oposisi utk mengawasi pemerintah,negara hrs ad oposisi utk awas perintah,,neutral,
UgzC5EDBg8a6nw1EXVR4AaABAg,Saya sebagai orang tua siswa  mbg di teruskan,bagai orang tua siswa makan gizi gratis terus,,neutral,
UgxhtvdhZFmNjCPIM9F4AaABAg,UGM NGERTI NGK SIH MASALAH YANG BEGINI,ugm ngerti ngk sih masalah begini,,neutral,
Ugxv4a2GcKBuZuLw_P94AaABAg,Izin clipping prof,izin clipping prof,,neutral,
UgziPdiDbAPApTtOw114AaABAg,Karma 7 turunan bagi yg jadi benalu di mbg,karma turun yang jadi benalu makan gizi gratis,,neutral,
UgwaR_r3OLbqCgs9-F94AaABAg,"Merdeka untuk MBG , prioritas negara untuk kemajuan Indonesia",merdeka makan gizi gratis prioritas negara maju indonesia,,neutral,
UgzzTzSpJWArC2X5aKZ4AaABAg,Nyenggol 19jt loker,nyenggol jt loker,,neutral,
UgwvuMWNvuqM84nM4A54AaABAg,mengganti kan ktua mbg bkn berarti slesai masalah nya,ganti kan ktua makan gizi gratis bkn arti slesai masalah nya,,neutral,
UgymGICpO2BKs4TUtZ54AaABAg,"awal nya 335T, terus jadi 268 Triliun",awal nya t terus jadi triliun,,neutral,
Ugyjw-IpZqt52tED-cl4AaABAg,"Bos sppg di daerah tiba tiba membeli tanah tanah kosong masyarakat,,",bos sppg daerah tiba tiba beli tanah tanah kosong masyarakat,,neutral,
Ugw9RvorPQPYggADv0Z4AaABAg,Inilah satuan penjilat prabowo gibran,ini satu jilat prabowo gibran,,neutral,
Ugyswp_pqIstJv6Q5vd4AaABAg,"Lanjutkan MBG<br>Perbaiki Sistem Pengelolaan dan Pengelolanya Perketat Pengawasan<br><br>Untuk anak2 Sekolah, dikelola langsung oleh Sekolah,  Komite dan Orangtua Murid.<br>sebagaimana BOS<br><br>Dan libatkan PKK untuk Balita n Lansia<br><br>Bismillah<br>Tujuan Baik Mencapai Keberhasilan untuk Masa Depan Indonesia Sehat &amp; Cerdas",lanjut makan gizi gratis baik sistem kelola kelola ketat awas anak sekolah kelola langsung sekolah komite orangtua murid bagaimana bos libat pkk balita n lansia bismillah tuju baik capai hasil masa depan indonesia sehat amp cerdas,,neutral,
